vehicle_number,vehicle_type,violation_count,last_seen,most_common_area,most_common_violations
FKN00GL8533,TEMPO,2,2024-02-03 20:23:46+00:00,"Konadasapura Village Road, Konadasanapura, Konadasapura",NO PARKING | PARKING ON FOOTPATH | PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS
FKN00GL85327,CAR,2,2024-04-08 04:55:46+00:00,"Dispensary Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL102733,MOTOR CYCLE,2,2023-11-29 01:05:46+00:00,"AS Char Main Road, Chickpet Circle, Chickpete",NO PARKING | WRONG PARKING
FKN00GL85312,PASSENGER AUTO,2,2024-03-09 23:33:46+00:00,"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout",NO PARKING
FKN00GL8530,SCOOTER,2,2024-03-16 03:26:46+00:00,"SK Road, AT Extension, Gandhi Nagar",WRONG PARKING
FKN00GL85291,SCOOTER,2,2024-03-13 06:09:46+00:00,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North",NO PARKING | WRONG PARKING
FKN00GL85288,CAR,2,2024-04-06 07:39:46+00:00,"Brigade Road, Brigade Road Junction, Ashok Nagar",NO PARKING
FKN00GL85287,CAR,2,2024-03-09 23:28:46+00:00,"41st Cross Road, ESI Hospital Junction, Rajaji Nagar",WRONG PARKING
FKN00GL85280,CAR,2,2024-03-09 19:26:46+00:00,"BGS Flyover, Dodpete, Nagartapete",NO PARKING
FKN00GL85278,MOTOR CYCLE,2,2024-03-21 06:16:46+00:00,"16th Main Road, Ram Sridhar Apartment, BTM Layout Stage 2",NO PARKING
FKN00GL85268,CAR,2,2024-03-09 23:07:46+00:00,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur",NO PARKING
FKN00GL102786,MOTOR CYCLE,2,2024-01-10 22:12:46+00:00,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL102734,SCOOTER,2,2023-12-04 01:57:46+00:00,"AS Char Main Road, Chickpet Circle, Chickpete",NO PARKING
FKN00GL85494,SCOOTER,2,2024-04-08 04:39:46+00:00,"9th Main Road, Da Ra Bendre Circle, Jayanagar",WRONG PARKING
FKN00GL85491,PASSENGER AUTO,2,2024-03-10 01:05:46+00:00,"Central Street, Prestige Central, Shivaji Nagar",WRONG PARKING | NO PARKING
FKN00GL8548,CAR,2,2024-03-29 05:01:46+00:00,"8th Cross Road, RR Palace, Malleshwaram",WRONG PARKING
FKN00GL102735,MOTOR CYCLE,2,2024-01-04 00:38:46+00:00,"Hospital Road, Kempegowda Maharaja Complex, Kempegowda Extension",NO PARKING | WRONG PARKING
FKN00GL85475,SCOOTER,2,2024-03-10 00:18:46+00:00,"BB Naidu Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING
FKN00GL85472,SCOOTER,2,2024-03-10 00:39:46+00:00,"Domlur Inner Ring Road, HAL Stage 2, Indiranagar",NO PARKING
FKN00GL85471,MOTOR CYCLE,2,2024-01-23 02:37:46+00:00,"Kadidal Manjappa Road, Nanjappa Circle, Richmond Town",NO PARKING
FKN00GL85364,PASSENGER AUTO,2,2024-03-09 23:41:46+00:00,"Padmabhushan Dr MC Modi Road, Indiranagar, Rajaji Nagar",WRONG PARKING | DOUBLE PARKING
FKN00GL102764,CAR,2,2024-03-24 08:27:46+00:00,"Bhoganahalli Main Road, Mayfair Anthem, Bhoganahalli",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL85452,SCOOTER,2,2024-03-10 00:09:46+00:00,"Mysore Road, Sri Krishna Rajendra Market, Chickpete",WRONG PARKING
FKN00GL102765,MOPED,2,2023-11-29 04:50:46+00:00,"10th Cross Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL85418,CAR,2,2024-03-14 22:18:46+00:00,"4th Cross Road, Sri Kanakadasa Circle, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL85410,LGV,2,2024-03-09 23:34:46+00:00,"BGS Flyover, City Market Circle, Bengaluru",WRONG PARKING
FKN00GL85386,MOTOR CYCLE,2,2024-04-08 05:08:46+00:00,"Subedar Chatram Road, RK Puram, Gandhi Nagar",WRONG PARKING
FKN00GL102776,CAR,2,2023-11-29 21:48:46+00:00,"KR Main Road, Chandra Shekhar Bharati Layout, Sankarapuram",NO PARKING
FKN00GL85375,LORRY/GOODS VEHICLE,2,2024-03-09 22:14:46+00:00,Unknown Area,DEFECTIVE NUMBER PLATE | WRONG PARKING
FKN00GL8537,CAR,2,2024-03-29 09:01:46+00:00,"Clark Road, SBI Senior Officers Flats, Richards Town",NO PARKING
FKN00GL85470,PASSENGER AUTO,2,2024-03-09 23:05:46+00:00,"6th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING
FKN00GL102201,SCOOTER,2,2023-11-21 04:13:46+00:00,"Konanakunte Main Road, Banashankari Bus Stand Junction, JP Nagar Phase 1",NO PARKING
FKN00GL87835,CAR,2,2024-03-22 00:09:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING
FKN00GL8781,CAR,2,2024-02-14 02:36:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL102202,SCOOTER,2,2023-11-21 08:37:46+00:00,"Allalasandra Main Road, Taralabalu Enclave, Yelahanka",NO PARKING
FKN00GL102222,SCOOTER,2,2023-11-22 23:00:46+00:00,"Palace Road, Embassy Habitat, Abshot Layout",NO PARKING
FKN00GL87784,GOODS AUTO,2,2024-03-13 01:38:46+00:00,"Sri Kolada Mata Road, Sudama Nagar, Wilson Garden",NO PARKING
FKN00GL87773,CAR,2,2024-03-24 04:02:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",NO PARKING
FKN00GL87770,MAXI-CAB,2,2024-03-12 05:13:46+00:00,"Grant Road, Walton Road Circle, Shanthala Nagar",NO PARKING
FKN00GL102553,SCOOTER,2,2023-11-29 05:01:46+00:00,"Brigade Road, St Patricks Complex, Ashok Nagar",WRONG PARKING | NO PARKING
FKN00GL87748,LGV,2,2024-03-22 21:36:46+00:00,"1st Main Road, Ramaiah Reddy Layout, Singasandra",WRONG PARKING
FKN00GL87744,LGV,2,2024-03-24 07:43:46+00:00,"Old Mysore Road, Block 4N, Ramachandrapuram",NO PARKING
FKN00GL87729,PASSENGER AUTO,2,2024-03-12 05:54:46+00:00,"Outer Ring Road, Saffron Square, Kariyammana Agrahara",PARKING NEAR ROAD CROSSING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL87723,SCOOTER,2,2024-03-21 22:11:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING
FKN00GL87722,LGV,2,2024-03-12 05:48:46+00:00,"Marthalli Ring Road, Shilpitha Tech Park, Kariyammana Agrahara",PARKING NEAR ROAD CROSSING | WRONG PARKING | NO PARKING
FKN00GL102227,CAR,2,2024-01-05 01:11:46+00:00,"Sri Venkataranga Ayangar Road, Kodandarampura, Malleshwaram",WRONG PARKING | NO PARKING
FKN00GL10223,MINI LORRY,2,2024-01-29 02:46:46+00:00,"1st Cross Road, Madiwala Junction, Madivala",NO PARKING
FKN00GL102239,CAR,2,2023-11-22 04:13:46+00:00,"Dispensary Road, Tasker Town, Shivaji Nagar",NO PARKING
FKN00GL87753,PASSENGER AUTO,2,2024-03-11 02:05:46+00:00,"Central Street, Shivaji Nagar, Bengaluru",NO PARKING
FKN00GL88019,CAR,2,2024-03-11 00:16:46+00:00,"6th Main Road, Kengunta, Mallathahalli",NO PARKING
FKN00GL8801,SCOOTER,2,2024-03-29 05:32:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",WRONG PARKING
FKN00GL102182,SCOOTER,2,2023-11-21 04:27:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING
FKN00GL8800,SCOOTER,2,2024-03-30 06:17:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING
FKN00GL102187,CAR,2,2023-11-21 23:21:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING
FKN00GL87991,MOTOR CYCLE,2,2024-03-12 08:45:46+00:00,"Outer Ring Road, Saffron Square, Kariyammana Agrahara",PARKING NEAR ROAD CROSSING | WRONG PARKING | NO PARKING
FKN00GL102188,MOTOR CYCLE,2,2023-12-15 23:32:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING
FKN00GL102190,SCOOTER,2,2023-11-21 04:40:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING
FKN00GL8788,SCOOTER,2,2024-03-29 00:35:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",NO PARKING
FKN00GL87944,SCOOTER,2,2024-03-12 07:27:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING | WRONG PARKING
FKN00GL87926,SCOOTER,2,2024-03-11 07:59:46+00:00,"Aruna Chouhan Muduar Road, Quadrant Square, Shivaji Nagar",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL87925,MOTOR CYCLE,2,2024-03-12 06:57:46+00:00,"3rd Cross Road, ACR Towers, Shanthala Nagar",NO PARKING | WRONG PARKING
FKN00GL87918,CAR,2,2024-03-12 06:59:46+00:00,"20th Main Road, Block 7, Koramangala",NO PARKING
FKN00GL87903,SCOOTER,2,2024-03-12 05:06:46+00:00,"1st Main Road, Block 1R, Rajaji Nagar",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL87900,MOTOR CYCLE,2,2024-03-12 06:59:46+00:00,"G Narayana Kumar Road, Mallige Thotta, Cholurpalya",NO PARKING
FKN00GL102193,SCOOTER,2,2023-11-30 21:56:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING | WRONG PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL1022,MOTOR CYCLE,2,2024-03-15 00:03:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",NO PARKING
FKN00GL87951,PASSENGER AUTO,2,2024-03-21 22:23:46+00:00,"Subedar Chatram Road, RK Puram, Gandhi Nagar",WRONG PARKING
FKN00GL102263,PASSENGER AUTO,2,2023-11-24 03:17:46+00:00,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",NO PARKING
FKN00GL87567,PASSENGER AUTO,2,2024-03-12 04:37:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING
FKN00GL87562,CAR,2,2024-04-01 20:21:46+00:00,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL102276,MOTOR CYCLE,2,2023-12-01 11:55:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL102277,OTHERS,2,2023-12-27 21:34:46+00:00,"Kasturba Road, Casa Lavelle, Shanthala Nagar",NO PARKING | WRONG PARKING
FKN00GL87554,CAR,2,2024-03-14 07:09:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",WRONG PARKING | NO PARKING
FKN00GL102288,SCOOTER,2,2023-11-24 03:21:46+00:00,"Silver Jubilee Park Road, Dodpete, Nagartapete",WRONG PARKING | NO PARKING
FKN00GL87551,CAR,2,2024-03-12 04:15:46+00:00,"Hosur Road, Papanna Reddy Layout, Garvebhavi Palya",NO PARKING
FKN00GL102241,SCOOTER,2,2023-12-14 22:16:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL87545,CAR,2,2024-03-12 00:19:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",WRONG PARKING | NO PARKING
FKN00GL87539,CAR,2,2024-03-12 00:19:46+00:00,"Major T Ramachandrappa Road, Subash Nagar, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL102289,SCOOTER,2,2023-11-23 00:24:46+00:00,"Sir Mirza Ismail Chowk Flyover, K.R Market, Bengaluru Central City Corporation",WRONG PARKING
FKN00GL87528,CAR,2,2024-03-12 04:15:46+00:00,"D Devaraj Urs Road, Ambedkar Veedhi, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL87524,CAR,2,2024-03-12 04:04:46+00:00,"Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar",WRONG PARKING
FKN00GL87523,CAR,2,2024-03-12 04:01:46+00:00,"Dr Siddaiah Puranik Marg, Sri Ganapati Nagar, Basaveshwara Nagar",WRONG PARKING
FKN00GL87514,MOTOR CYCLE,2,2024-03-12 03:57:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL87513,MOTOR CYCLE,2,2024-03-12 03:57:46+00:00,"1st Cross Road, Manuvana, Vijaya Nagar",WRONG PARKING
FKN00GL87548,MAXI-CAB,2,2024-03-12 04:08:46+00:00,"Hosur Road, Narasimha Reddy Layout, Garvebhavi Palya",WRONG PARKING | NO PARKING
FKN00GL87703,CAR,2,2024-03-12 05:48:46+00:00,"KR Main Road, Vanivilas Circle, Basavanagudi",NO PARKING | WRONG PARKING
FKN00GL87702,PASSENGER AUTO,2,2024-03-11 22:31:46+00:00,"2nd Cross Road, Coles Park Junction, Shivaji Nagar",NO PARKING
FKN00GL8770,CAR,2,2024-03-29 05:14:46+00:00,"226, Sampige Road, Malleswaram",NO PARKING
FKN00GL87693,PASSENGER AUTO,2,2024-03-11 22:42:46+00:00,"Mahatma Gandhi Road, Craig Park Layout, Ashok Nagar",NO PARKING
FKN00GL87682,SCOOTER,2,2024-03-12 04:39:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",WRONG PARKING
FKN00GL87680,PASSENGER AUTO,2,2024-03-20 01:37:46+00:00,"Kempegowda Road, Mysore Bank Circle, Chickpete",NO PARKING
FKN00GL87678,SCOOTER,2,2024-03-12 06:29:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",WRONG PARKING | NO PARKING
FKN00GL87674,SCOOTER,2,2024-03-12 05:04:46+00:00,"19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar",WRONG PARKING
FKN00GL87582,PASSENGER AUTO,2,2024-03-12 04:53:46+00:00,"1st Main Road, Maharani College Junction, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL87635,CAR,2,2024-03-14 23:05:46+00:00,"Sunkalpet Main Road, Sunkalpete, Nagartapete",WRONG PARKING
FKN00GL87634,SCOOTER,2,2024-03-12 05:15:46+00:00,"Begur Main Road, Vivekananda Circle, Bommanahalli",PARKING IN A MAIN ROAD | NO PARKING
FKN00GL87628,CAR,2,2024-04-08 09:20:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",WRONG PARKING | NO PARKING
FKN00GL87623,CAR,2,2024-03-12 05:20:46+00:00,"Dr Rajkumar Puniya Bhoomi Road, Nagarabavi Circle, Chandra Layout Stage 1",WRONG PARKING | PARKING NEAR ROAD CROSSING | NO PARKING
FKN00GL87613,CAR,2,2024-03-12 04:49:46+00:00,"24th Main Road, Shamanna Garden, JP Nagar Phase 5",NO PARKING | WRONG PARKING
FKN00GL102246,MAXI-CAB,2,2023-11-22 04:19:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",WRONG PARKING
FKN00GL87598,CAR,2,2024-03-12 04:51:46+00:00,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL87596,CAR,2,2024-03-12 04:50:46+00:00,"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL102260,PASSENGER AUTO,2,2023-12-16 03:58:46+00:00,"Chord Road, World Trade Centre, Brigade Gateway",NO PARKING
FKN00GL8766,CAR,2,2024-03-29 04:50:46+00:00,"5th Cross Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL102130,CAR,2,2023-11-18 09:22:46+00:00,"1st Main Road, Reddy Layout, Kadubisanahalli",NO PARKING | PARKING IN A MAIN ROAD | PARKING NEAR ROAD CROSSING
FKN00GL88352,SCOOTER,2,2024-03-12 21:40:46+00:00,"Seshadri Road, Ayurvedic Hospital Junction, Gandhi Nagar",WRONG PARKING
FKN00GL88344,PRIVATE BUS,2,2024-03-21 22:54:46+00:00,"MBT Road, Royal Heritage, Pai Layout",NO PARKING | WRONG PARKING
FKN00GL88343,SCOOTER,2,2024-03-12 21:34:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING
FKN00GL88334,CAR,2,2024-03-12 21:24:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL88331,PASSENGER AUTO,2,2024-03-26 00:06:46+00:00,"Outer Ring Road, Rajiv Nagar, Kadubisanahalli",NO PARKING | WRONG PARKING
FKN00GL8833,CAR,2,2024-03-28 03:40:46+00:00,"Grant Road, Walton Road Circle, Shanthala Nagar",NO PARKING
FKN00GL88318,SCOOTER,2,2024-03-12 19:49:46+00:00,"Outer Ring Road, Venkatappa Colony, Mahadevapura",PARKING IN A MAIN ROAD | NO PARKING
FKN00GL8802,SCOOTER,2,2024-03-29 05:32:46+00:00,"Main Guard Cross Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING
FKN00GL88303,LGV,2,2024-03-10 03:19:46+00:00,"Sirur Park Road, Shri Rajiv Gandhi Circle, Seshadripuram",WRONG PARKING | NO PARKING
FKN00GL102136,CAR,2,2023-12-08 05:08:46+00:00,"Dr Siddaiah Puranik Marg, Block 4 Stage 3, Basaveshwara Nagar",WRONG PARKING
FKN00GL88298,CAR,2,2024-03-18 22:11:46+00:00,"Konanakunte Main Road, Prestige Brooklyn Heights, JP Nagar Phase 1",NO PARKING
FKN00GL88283,BUS (BMTC/KSRTC),2,2024-03-12 21:12:46+00:00,"Marathahalli Underpass, Marathahalli, Bengaluru",WRONG PARKING | PARKING OTHER THAN BUS STOP | PARKING IN A MAIN ROAD
FKN00GL88282,GOODS AUTO,2,2024-03-11 21:44:46+00:00,"40th Main Road, SBI Colony, JP Nagar Phase 1",WRONG PARKING
FKN00GL102149,CAR,2,2024-01-12 05:07:46+00:00,"Dr Ambedkar Road, Police Thimmaiah Circle, Gandhi Nagar",NO PARKING
FKN00GL88276,MOTOR CYCLE,2,2024-03-12 21:05:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",NO PARKING
FKN00GL88271,BUS (BMTC/KSRTC),2,2024-03-12 06:22:46+00:00,"SRS Hitech Diagnostic Laboratory, 736, Hosa Road",WRONG PARKING
FKN00GL102133,CAR,2,2024-01-11 20:28:46+00:00,"Outer Ring Road, Citilights Libery Apartment, Kariyammana Agrahara",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL88485,CAR,2,2024-03-21 23:25:46+00:00,"Old Airport Road, Anjaneya Techno Park, ISRO Colony",NO PARKING
FKN00GL102097,GOODS AUTO,2,2023-12-23 21:11:46+00:00,"Outer Ring Road, Freedom Fighter Ward, Bengaluru West City Corporation",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL88477,MOTOR CYCLE,2,2024-03-27 08:39:46+00:00,"5th Main Road, R Subanna Circle, Gandhi Nagar",NO PARKING
FKN00GL88471,PASSENGER AUTO,2,2024-03-12 22:31:46+00:00,"7th Main Road, JJR Nagar Circle, JJR Nagar North",NO PARKING
FKN00GL8847,CAR,2,2024-02-03 22:53:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL88469,CAR,2,2024-03-22 00:00:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",WRONG PARKING
FKN00GL88466,PASSENGER AUTO,2,2024-03-21 23:24:46+00:00,"Old Airport Road, Anjaneya Techno Park, ISRO Colony",NO PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL8846,MOTOR CYCLE,2,2024-04-02 01:21:46+00:00,"10th Cross Road, Block 1, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL8839,MOTOR CYCLE,2,2024-03-24 03:50:46+00:00,"Pattandur Agrahara Road, Harman Campus, EOIZ Industrial Area",NO PARKING
FKN00GL88449,PASSENGER AUTO,2,2024-03-22 00:02:46+00:00,"Y Ramachandra Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING
FKN00GL88438,CAR,2,2024-03-12 22:10:46+00:00,"2nd Main Road, SJR Brooklyn Apartment, Kundalhalli",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL88435,CAR,2,2024-03-12 22:09:46+00:00,"2nd Main Road, SJR Brooklyn Apartment, Kundalhalli",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL10212,SCOOTER,2,2024-01-31 01:08:46+00:00,"10th A Cross Road, Block 1, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL88427,SCOOTER,2,2023-12-12 22:03:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL88426,CAR,2,2023-12-12 19:05:46+00:00,"MBT Road, Devasandra Junction, KR Puram",WRONG PARKING
FKN00GL102123,CAR,2,2024-01-31 04:51:46+00:00,"19th Main Road, Star Circle, Rajaji Nagar",WRONG PARKING | NO PARKING
FKN00GL88424,MOTOR CYCLE,2,2024-01-09 22:55:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL102124,SCOOTER,2,2023-11-20 08:31:46+00:00,"Kempegowda Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING
FKN00GL102106,SCOOTER,2,2023-11-22 20:44:46+00:00,"KR Market Bus Terminus, BGS Flyover, Dharmaraya Swamy Temple Ward",WRONG PARKING
FKN00GL8812,MOTOR CYCLE,2,2024-03-29 05:15:46+00:00,"Sri Venkataranga Ayangar Road, Malleshwara Extension, Malleshwaram West",NO PARKING | WRONG PARKING
FKN00GL88114,MOTOR CYCLE,2,2024-02-25 07:38:46+00:00,"60 Feet Road, Veerabhadra Nagara Circle, Banashankari Stage 3",WRONG PARKING
FKN00GL88111,MAXI-CAB,2,2024-03-12 18:22:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING
FKN00GL8811,SCOOTER,2,2024-01-31 07:49:46+00:00,"JJR Main Road, JJR Nagar Circle, JJR Nagar North",NO PARKING
FKN00GL88100,PASSENGER AUTO,2,2024-03-28 09:15:46+00:00,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING
FKN00GL10218,MOTOR CYCLE,2,2024-02-18 02:39:46+00:00,"WOC Road, Block 1, Rajaji Nagar",WRONG PARKING | NO PARKING
FKN00GL88095,PASSENGER AUTO,2,2024-03-19 00:31:46+00:00,"Dispensary Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING
FKN00GL88085,SCOOTER,2,2024-02-28 01:08:46+00:00,"Mariamma Lane, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING
FKN00GL88263,CAR,2,2024-03-12 20:20:46+00:00,"Lalbagh Main Road, SGN Layout, Kalasipalyam",NO PARKING
FKN00GL88077,CAR,2,2024-02-28 01:07:46+00:00,"Dispensary Road, Tasker Town, Shivaji Nagar",WRONG PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL88072,MOPED,2,2024-02-28 01:13:46+00:00,"Avenue Road, Medarpet, Nagartapete",WRONG PARKING
FKN00GL88070,MOTOR CYCLE,2,2024-03-16 04:35:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",WRONG PARKING
FKN00GL88063,CAR,2,2024-02-28 00:03:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",WRONG PARKING
FKN00GL88059,SCOOTER,2,2024-02-27 23:40:46+00:00,"Cronwell Cross Road, Langford Garden, Richmond Town",NO PARKING
FKN00GL8805,CAR,2,2024-04-05 06:49:46+00:00,"Hennur Main Road, Ezzy Corinth, Sangam Enclave",PARKING IN A MAIN ROAD | WRONG PARKING | PARKING OPPOSITE TO ANOTHER PARKED VEHICLE
FKN00GL102180,PASSENGER AUTO,2,2023-11-21 04:16:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING
FKN00GL88038,CAR,2,2024-02-28 23:40:46+00:00,"15th Main Road, Sri Ganapati Nagar, Basaveshwara Nagar",WRONG PARKING
FKN00GL8808,PASSENGER AUTO,2,2024-03-29 05:23:46+00:00,"1st Cross Road, RK Puram, Gandhi Nagar",NO PARKING
FKN00GL88261,PASSENGER AUTO,2,2024-03-12 20:50:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL88250,PASSENGER AUTO,2,2024-03-12 20:45:46+00:00,"Rao Bahadur DGT Road, Sangolli Rayanna Circle, Majestic",WRONG PARKING
FKN00GL8825,MAXI-CAB,2,2024-03-02 03:08:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",WRONG PARKING | NO PARKING
FKN00GL88249,MOTOR CYCLE,2,2024-03-09 05:29:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",NO PARKING
FKN00GL88240,SCOOTER,2,2024-02-28 04:32:46+00:00,"3rd Main Road, Sagar Theatre Junction, Gandhi Nagar",NO PARKING
FKN00GL8823,SCOOTER,2,2024-03-29 06:09:46+00:00,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura",NO PARKING
FKN00GL88223,CAR,2,2024-02-27 23:28:46+00:00,"Euro School Road, Sumadhura Vasantham, Hoodi",WRONG PARKING
FKN00GL88213,CAR,2,2024-03-24 23:03:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",WRONG PARKING
FKN00GL88120,PASSENGER AUTO,2,2024-02-26 23:44:46+00:00,"AS Char Main Road, Santhusapete, Chickpete",PARKING IN A MAIN ROAD | NO PARKING | WRONG PARKING
FKN00GL102170,PASSENGER AUTO,2,2023-11-21 03:01:46+00:00,"AICTE Indovation Centre, Palace Road, Gandhinagar",WRONG PARKING | DEFECTIVE NUMBER PLATE | PARKING ON FOOTPATH
FKN00GL88194,LGV,2,2024-03-23 19:22:46+00:00,"Silver Jubilee Park Road, Dodpete, Nagartapete",NO PARKING | WRONG PARKING
FKN00GL88186,SCOOTER,2,2024-03-12 20:01:46+00:00,"Mysore Road, City Market Circle, Bengaluru",NO PARKING | WRONG PARKING
FKN00GL88169,CAR,2,2024-03-12 19:36:46+00:00,"11th Cross Road, Paresh Apartment, Kadumalleshwara",NO PARKING
FKN00GL102176,SCOOTER,2,2023-11-21 04:13:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING
FKN00GL88156,CAR,2,2024-03-12 19:27:46+00:00,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru",NO PARKING
FKN00GL102177,MOTOR CYCLE,2,2024-01-17 21:58:46+00:00,"New Horizon College Road, Embassy Tech Village, Devara Beesana Halli",NO PARKING | WRONG PARKING
FKN00GL88130,CAR,2,2024-03-12 18:39:46+00:00,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara",PARKING IN A MAIN ROAD | PARKING NEAR ROAD CROSSING | NO PARKING
